u_apercor,g_apercor,r_apercor,i_apercor,z_apercor,y_apercor,zhelio
23.674550912168655,23.53999289811828,23.305752546685863,22.89043627464625,22.522999561024868,22.662213655752467,0.8309605
24.72843500691594,24.497518506230424,24.01163280193333,23.711006342455953,23.45465129877756,23.655759759378505,0.6508285
22.66125099839809,22.266835679927723,21.438715206545695,21.26879723437986,21.078177649331025,21.054856393838506,0.42583618
23.747150753579255,23.102915925242513,22.056866838773406,21.19240515955065,20.882148584813493,20.67949038235551,0.6497819
25.223031774485243,24.640871674930057,23.407924194585544,22.141791138790904,21.64188018669445,21.307037743873593,0.8282401
24.75814674887003,24.581627592773746,24.297939356384916,24.013411249056666,23.413055417904058,23.656896283795348,1.2183897
24.838514724659195,24.553758995595107,23.662198741074693,22.77971391128261,22.43566734235901,22.432717539406767,0.7673319
22.540697089965313,21.53747264241063,20.747719047629026,20.336321801342653,20.047797514551892,20.280529182747784,0.28246468
24.01316239436935,23.562379891047467,22.879325717586408,22.068682279883454,21.823772838715904,21.642089759617775,0.75258183
24.3698658514689,24.232916671032577,23.606199284308754,23.151033985454582,22.87746410753691,23.136033941998754,0.69200087
24.547487391965355,24.54998065296064,24.12609492959725,24.19917514867024,23.143144128949828,23.26997290266793,1.3517301
25.100255020886078,24.728293072761605,24.06545510512416,24.15139625316879,23.6228223376287,23.255097529438167,0.28708348
23.8864542368068,23.749730817912077,23.342321284596004,22.927617697839263,22.582644162946746,22.585334067308423,0.8092972
24.054388547545773,23.902442684529415,23.6002550576042,23.231595925240292,22.87138534663347,23.2722099404103,0.7849993
23.40607066393133,23.137100606431996,22.43086543041364,22.224008563353113,22.074576718995445,22.006448481895255,0.4851196
24.87063063971215,24.450326979441357,23.654844673159197,23.31857661199526,23.045801438357845,22.757808649433713,0.62244743
23.874805563791654,23.07858588865478,22.190492561239452,21.216315243914753,20.746811368916426,20.481071920655594,0.82181877
24.589859825883362,24.61049848587668,23.81601323746746,23.60995991582168,23.367721233595667,23.894257632960787,0.5313505
24.77265902159985,24.412843592100472,23.9344327208039,23.125067746744335,22.791040097413976,22.30218728310369,0.8301219
24.56070794030909,24.433361765109748,24.01659595048708,23.47129478862377,23.275579912483472,23.92075104074668,0.9879143
22.475675420868168,21.097291547101044,19.970511674109286,19.47458850930401,19.185111136450637,19.089629387901518,0.2882246
24.242587208316984,22.274359926057514,20.763125951970938,19.92671645050177,19.558862272217436,19.472935235087277,0.5154818
24.01372656021074,23.2381553703972,22.59010296325367,22.40085977592363,22.17163198228332,19.74041365547221,0.2820327
24.29697885473465,23.238446466764724,22.430379416603483,22.122460605250232,21.85206996857329,21.822679182412344,0.28421944
23.09981005200173,22.119040542499125,21.306723593732023,21.06449746356711,20.90095603656851,20.719761039146043,0.28104046
23.319323932189462,22.944106432774788,22.49253532910653,22.125326933640626,21.86615399215108,21.756678663809872,0.7455625
24.19931978944564,23.790991252759078,23.111972310088635,22.883424243154447,22.65477007380888,22.05896490216496,0.37585285
23.158151419768792,22.319197270321656,21.6482583453139,21.446786931457748,21.301966429475407,21.319114376587706,0.23841795
24.824267907997733,23.129723772602333,21.68444043887331,20.55760247401241,20.149745312142414,20.103668916058076,0.64957964
23.36772151618686,23.284657388383433,23.00907749622,22.500145447803053,22.083485812832347,22.099190310734514,1.0483347
24.743260304365837,23.45124121014672,21.932300126792455,20.84891965559529,20.431408194007318,20.328565039425527,0.6933099
23.98691641683756,23.79234706894145,23.549206363475136,23.36131849258853,23.003572798388646,22.680380613927504,1.32244
22.21453232093346,21.797534057003993,21.101965245727953,20.887459400691075,20.766973381896975,20.76471877879065,0.4265593
22.694902831668518,22.470002758665427,21.608903983078996,21.458954046791263,21.42362517485193,21.45680696047269,0.53166425
24.18499233353163,23.363594788583722,22.68977605163438,22.4777837762822,22.391511170482982,22.34774732266458,0.28813407
